LABEL,TEXT
0,in other news after hassling me to get him weed for a week andres has no money. haughaighgtujhyguj
0,wat uniform? in where get?
0,hanks lotsly!
0,hi this is yijue... it's regarding the 3230 textbook it's intro to algorithms second edition... i'm selling it for $50...
0,you do what all you like
1,camera - you are awarded a sipix digital camera! call 09061221065 fromm landline. delivery within 8 days
0,"living is very simple.. loving is also simple.. laughing is too simple.. winning is tooo simple.. but, being 'simple' is very difficult...;-) :-)"
0,call to the number which is available in appointment. and ask to connect the call to waheed fathima.
0,no did you check? i got his detailed message now
0,check with nuerologist.
0,customer place i will call you.
0,haven't heard anything and he's not answering my texts so i'm guessing he flaked. that said the jb is fantastic
0,reason is if the team budget is available at last they buy the unsold players for at base rate..
1,freemsg hi baby wow just got a new cam moby. wanna c a hot pic? or fancy a chat?im w8in 4utxt / rply chat to 82242 hlp 08712317606 msg150p 2rcv
0,she's borderline but yeah whatever.
1,sms. ac sptv: the new jersey devils and the detroit red wings play ice hockey. correct or incorrect? end? reply end sptv
0,i would but i'm still cozy. and exhausted from last night.nobody went to school or work. everything is closed.
1,do you want a new nokia 3510i colour phone deliveredtomorrow? wit 100 free texts + free camcorder reply or call 08000930705
0,apart from the one i told you about yesterday?
0,x2 &lt;#&gt; . are you going to get that
0,"""hey sorry i didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv jenxxx."""
0,no pic. please re-send.
0,"just making dinner, you ?"
0,tell me something. thats okay.
0,dont think you need yellow card for uk travel. ask someone that has gone before. if you do its just &lt;#&gt; bucks
1,thanks 4 your continued support your question this week will enter u in2 our draw 4 £100 cash. name the new us president? txt ans to 80082
1,you are a winner u have been specially selected 2 receive £2000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910
0,hmm...bad news...hype park plaza $700 studio taken...only left 2 bedrm-$900...
0,mmm so yummy babe ... nice jolt to the suzy
1,"download as many ringtones as u like no restrictions, 1000s 2 choose. u can even send 2 yr buddys. txt sir to 80082 £3"
0,don't necessarily expect it to be done before you get back though because i'm just now headin out
0,i had askd u a question some hours before. reply to that
0,he didn't see his shadow. we get an early spring yay
0,"hey , is * rite u put »10 evey mnth is that all?"
0,"why is that, princess? i bet the brothas are all chasing you!"
0,well i'm going to be an aunty!
0,hi..i got the money da:)
0,when did you get to the library
0,we are both fine. thanks
0,my sister got placed in birla soft da:-)
0,why you keeping me away like this
0,i have no money 4 steve mate! !
0,oh ho. is this the first time u use these type of words? but its not appreciated�
0,i.ll get there tomorrow and send it to you
1,"urgent! your mobile no 077xxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362206 asap! box97n7qp, 150ppm"
0,desires- u going to doctor 4 liver. and get a bit stylish. get ur hair managed. thats it.
0,what time you think you'll have it? need to know when i should be near campus
0,great! so what attracts you to the brothas?
0,mine here like all fr china then so noisy.
0,she's fine. good to hear from you. how are you my dear? happy new year oh.
0,"alright if you're sure, let me know when you're leaving"
1,urgent! please call 09061743811 from landline. your abta complimentary 4* tenerife holiday or £5000 cash await collection sae t&cs box 326 cw25wx 150ppm
0,u having lunch alone? i now so bored...
0,"life is nothing wen v get everything. but ""life is everything wen v miss something "". real value of people wil be realized only in their absence.... gud mrng"
0,yup i've finished c ü there...
0,omg joanna is freaking me out. she's looked thru all my friends to find photos of me. and then she's asking about stuff on my myspace which i haven't even logged on in like a year. :/
1,3. you have received your mobile content. enjoy
0,now only i reached home. . . i am very tired now. .will talk to u tomorrow
0,anything lor but toa payoh got place 2 walk meh...
1,"congratulations, your cv was reviewed and you have been shortlisted. please complete the job application by dialling 120 *22446#"
0,i will be gentle princess! we will make sweet gentle love...
0,i sent you 6000; bucks
1,u can win £100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www.ldew.com .150ppermesssubscription
0,ok i vl..do u know i got adsense approved..
1,the current leading bid is 151. to pause this auction send out. customer care: 08718726270
1,"call 09094100151 to use ur mins! calls cast 10p/min (mob vary). service provided by aom, just gbp5/month. aom box61,m60 1er until u stop. ages 18+ only!"
0,future is not what we planned for tomorrow.....! it is the result of what we do today...! do the best in present... enjoy the future.
0,okie ü wan meet at bishan? cos me at bishan now. i'm not driving today.
1,free camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. call 08001950382
0,"probably not, still going over some stuff here"
0,alrite
0,"oh! shit, i thought that was your trip! loooooool ... that just makes so much more sense now ... *grins* and the sofa reference was ... the ""sleep on a couch"" link you sent me ... wasn't that how you went on your trip ? oh ... and didn't your babe go with you for that celebration with your rents?"
0,ü collecting ur laptop then going to configure da settings izzit?
1,"urgent! your mobile number has been awarded with a inr.2,00,000 prize guaranteed. call 8536074310 from land line. claim 3030. valid 12hrs only"
0,i am not sure about breakfast menu. . . i know only about noon menu
0,my love ! how come it took you so long to leave for zaher's? i got your words on ym and was happy to see them but was sad you had left. i miss you
0,ok... the theory test? when are ü going to book? i think it's on 21 may. coz thought wanna go out with jiayin. but she isnt free
0,"good afternon, my love. how are today? i hope your good and maybe have some interviews. i wake and miss you babe. a passionate kiss from across the sea"
1,natalie (20/f) is inviting you to be her friend. reply yes-165 or no-165 see her: www.sms.ac/u/natalie2k9 stop? send stop frnd to 62468
0,k.then any other special?
0,"hi jon, pete here, ive bin 2 spain recently & hav sum dinero left, bill said u or ur rents mayb interested in it, i hav 12,000pes, so around £48, tb, james."
0,my birthday is on feb &lt;#&gt; da. .
1,urgent! your mobile number has been awarded with a £2000 prize guaranteed. call 09061790121 from land line. claim 3030. valid 12hrs only 150ppm
1,urgent this is our 2nd attempt to contact u. your £900 prize from yesterday is still awaiting collection. to claim call now 09061702893
0,dude while were makin those weirdy brownies my sister made awesome cookies. i took pics.
0,"please protect yourself from e-threats. yes bank never asks for sensitive information like passwords,atm/sms pin thru email. never share your password with anybody."
1,you'hv completed a transaction for aud 788.93 on 06/02/17 03-27-31 pm. please follow the link if it is not done by you http://commbank.netban
0,but i have to. i like to have love and arrange.
1,you have won a guaranteed £200 award or even £1000 cashto claim ur award call free on 08000407166 (18+) 2 stop getstop on 88333 php
0,you have registered shijo as payee. log in at icicibank.com and enter urn to confirm. beware of frauds.
0,aight do you still want to get money
0,if she takes enough to replace her loss her temp will reduce. and if you give her malaria meds now she will just vomit. its a self limiting illness she has which means in a few days it will completely stop
0,oh yah... we never cancel leh... haha
0,yes! i am a one woman man! please tell me your likes and dislikes in bed...
0,i tot u reach liao. he said t-shirt.
0,wow didn't think it was that common. i take it all back ur not a freak! unless u chop it off:-)
0,"i noe la... u wana pei bf oso rite... k lor, other days den..."
0,omg how did u know what i ate?
0,you know there is. i shall speak to you in &lt;#&gt; minutes then
1,how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
0,good evening! how are you?
0,i to am looking forward to all the sex cuddling.. only two more sleeps
0,will be office around 4 pm. now i am going hospital.
0,do you think i can move &lt;#&gt; in a week
0,noice. text me when you're here
0,shopping lor. them raining mah hard 2 leave orchard.
0,good night. am going to sleep.
0,good morning plz call me sir
0,your brother is a genius
0,no rushing. i'm not working. i'm in school so if we rush we go hungry.
0,"dear hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at &lt;email&gt; ,kerala"
0,dude how do you like the buff wind.
0,"hello, my love. what are you doing? did you get to that interview today? are you you happy? are you being a good boy? do you think of me?are you missing me ?"
0,aiyar u so poor thing... i give u my support k... jia you! i'll think of u...
1,"themob>hit the link to get a premium pink panther game, the new no. 1 from sugababes, a crazy zebra animation or a badass hoody wallpaper-all 4 free!"
0,"sorry, i'll call later�buzy ryt nw�"
0,wot u up 2? thout u were gonna call me!! txt bak luv k
0,ok. very good. its all about making that money.
1,get a brand new mobile phone by being an agent of the mob! plus loads more goodies! for more info just text mat to 87021.
0,neft transaction with reference number 456367 for rs.9000 has been credited to the beneficiary account on 5th jan at 3.00pm.
0,"merry christmas to you too babe, i love ya *kisses*"
0,they r giving a second chance to rahul dengra.
1,get your garden ready for summer with a free selection of summer bulbs and seeds worth £33:50 only ..to stop go2 notxt.co.uk
0,i'm so in love with you. i'm excited each day i spend with you. you make me so happy.
0,why i come in between you people
0,die... now i have e toot fringe again...
1,please complete registration process before using any service. code=943 tid=020001951238
0,"enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
1,do you want a new nokia 3510i colour phone delivered tomorrow? with 200 free minutes to any mobile + 100 free texreply or call 08000930705
0,ok.. ü finishing soon?
0,hurt me... tease me... make me cry... but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u.. have a nice day bslvyl
0,"hiya, sorry didn't hav signal. i haven't seen or heard from and neither has, which is unusual in itself! i'll put on the case and get him to sort it out! hugs and snogs."
0,how come she can get it? should b quite diff to guess rite...
0,oic... i saw him too but i tot he din c me... i found a group liao...
0,no plm i will come da. on the way.
0,pls tell nelson that the bb's are no longer comin. the money i was expecting aint coming
0,"can meh? thgt some will clash... really ah, i dun mind... i dun seen to have lost any weight... gee..."
1,"free message activate your 500 free text messages by replying to this message with the word free for terms & conditions, visit www.07781482378.com"
0,it has everything to do with the weather. keep extra warm. its a cold but nothing serious. pls lots of vitamin c
1,free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+
0,"i.ll always be there, even if its just in spirit. i.ll get a bb soon. just trying to be sure i need it."
0,guessin you ain't gonna be here before 9?
1,"you've won tkts to the euro2004 cup final or £800 cash, to collect call 09058099801 b4190604, pobox 7876150ppm"
1,free entry in 2 a wkly comp to win fa cup final tkts 21st may 2005. text fa to 87121 to receive entry question call 08452810075
0,do you work all this week ?
0,haha... they cant what... at the most tmr forfeit... haha so how?
0,that would be great. we'll be at the guild. could meet on bristol road or somewhere - will get in touch over weekend. our plans take flight! have a good week
1,themob>yo yo yo-here comes a new selection of hot downloads for our members to get for free! just click & open the next link sent to ur fone...
0,this phone has the weirdest auto correct.
1,"you have won ?1,000 cash or a ?2,000 prize! to claim, call09050000327. t&c: rstm, sw7 3ss. 150ppm"
0,they will pick up and drop in car.so no problem..
0,my friends use to call the same.
0,white fudge oreos are in stores
1,guess what! somebody you know secretly fancies you! wanna find out who it is? give us a call on 09065394973 from landline datebox1282essexcm61xn 150p/min 18
0,"give her something to drink, if she takes it and doesn't vomit then you her temp might drop. if she unmits however let me know."
0,"ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too."
1,"urgent! you have won a 1 week free membership in our £100,000 prize jackpot! txt the word: claim to no: 81010 t&c www.dbuk.net"
0,pls dont restrict her from eating anythin she likes for the next two days.
0,how i noe... did ü specify da domain as nusstu... ü still in sch...
0,ok. i am a gentleman and will treat you with dignity and respect.
0,"it doesnt make sense to take it there unless its free. if you need to know more, wikipedia.com"
1,dear paytm customer your paytm kyc has expired. contact customer care no-6299257179 immediately. your account will block within 24 hr. thank you paytm team.
0,ok give me 5 minutes i think i see her. btw you're my alibi. you were cutting my hair the whole time.
0,so ü'll be submitting da project tmr rite?
1,bmo have noticed unusual activites on your online account. you are required to verify your account details.www.97bmo.tk
1,"today's offer! claim ur £150 worth of discount vouchers! text yes to 85023 now! savamob, member offers mobile! t cs 08717898035. £3.00 sub. 16 . unsub reply x"
0,when are you guys leaving?
0,you didnt complete your gist oh.
0,yo chad which gymnastics class do you wanna take? the site says christians class is full..
0,guai... ü shd haf seen him when he's naughty... ü so free today? can go jogging...
0,too late. i said i have the website. i didn't i have or dont have the slippers
1,"update_now - xmas offer! latest motorola, sonyericsson & nokia & free bluetooth! double mins & 1000 txt on orange. call mobileupd8 on 08000839402 or call2optout/f4q="
0,"hiya , have u been paying money into my account? if so, thanks. got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
0,they released another italian one today and it has a cosign option
1,chat n date now! 0871750.77.11! bt-national rate 5p/min only from landlines!
0,tell rob to mack his gf in the theater
0,in e msg jus now. u said thanks for gift.
0,y ü wan to go there? c doctor?
0,thats cool. where should i cum? on you or in you? :)
0,"bloody hell, cant believe you forgot my surname mr . ill give u a clue, its spanish and begins with m..."
0,"no! but we found a diff farm shop to buy some cheese. on way back now, can i call in?"
0,"wen ur lovable bcums angry wid u, dnt take it seriously.. coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... have nice day da."
0,good morning plz call me sir..i have an urgent work..
0,u don't remember that old commercial?
0,do u still have plumbers tape and a wrench we could borrow?
0,will be september by then!
0,not enufcredeit tocall.shall ileave uni at 6 +get a bus to yor house?
0,ya even those cookies have jelly on them
0,aiyo u so poor thing... then u dun wan 2 eat? u bathe already?
0,how much did ur hdd casing cost.
0,then its most likely called mittelschmertz. google it. if you dont have paracetamol dont worry it will go.
0,i dont know what to do to come out of this so only am ask questions like this dont mistake me.
0,"a gram usually runs like &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for &lt;#&gt;"
1,"pvt finance arranged on cheque basics 4 business peoples, traders, stockists, industries & corporate comp, p.m turn over 20l. cnt-9840139557"
1,"wellness profile -health checkup from thyrocare: covers heart, thyroid, kidney, liver, diabetes & more. 63 wellness tests @home service with 33% disc. : 09222201004"
1,"our dating service has been asked 2 contact u by someone shy! call 09058091870 now all will be revealed. pobox84, m26 3uz 150p"
0,was actually about to send you a reminder today. have a wonderful weekend
0,i can't believe how attached i am to seeing you every day. i know you will do the best you can to get to me babe. i will go to teach my class at your midnight
0,"that‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
1,"dear voucher holder, 2 claim this weeks offer, at your pc go to http://www.e-tlp.co.uk/expressoffer ts&cs app"
0,"cool, want me to go to kappa or should i meet you outside mu"
0,ok pa. nothing problem:-)
0,;-) ok. i feel like john lennon.
0,"""thinking of u ;) x"""
0,"so many people seems to be special at first sight, but only very few will remain special to you till your last sight.."
0,hurt me... tease me... make me cry... but in the end of my life when i die plz keep one rose on my grave and say i miss u
0,this girl does not stay in bed. this girl doesn't need recovery time. id rather pass out while having fun then be cooped up in bed
0,"aight, i'm chillin in a friend's room so text me when you're on the way"
0,no calls..messages..only missed calls
1,free for 1st week! no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates. www.getzed.co.uk pobox 36504 w45wq 16+ norm150p/tone
0,shall i come to pick that?
1,"atm block:dear customer, due to our system upgrade your atm card has just been bl0cked. to re-activate call customer care for help 8927307655 now."
0,he also knows about lunch menu�.i know this thing
0,yavnt tried yet and never played original either
0,"i'm going home soon and i don't want to talk to u anymore tonight, k? i've cried enough today."
0,"""not enufcredeit tocall.shall ileave uni at 6 +get a bus to yor house?"""
0,those ducking chinchillas
0,"sure, whenever you show"
1,u have a secret admirer. reveal who thinks u r so special. call 09065174042. to opt out cust care 07821230901
0,did u got that persons story..all well?
0,change again... it's e one next to escalator...
1,we have recalculated your vehicle tax. you are owed �48.84 due to over payment.click the secure link http:// 103.208.86.96 to claim your refund.
0,i'm at bruce &amp; fowler now but i'm in my mom's car so i can't park (long story)
1,a link to your picture has been sent. you can also use http://alto18.co.uk/wave/wave.asp?o=44345
0,arun can u transfr me d amt
0,bull. your plan was to go floating off to ikea with me without a care in the world. so i have to live with your mess another day.
0,zoe it just hit me 2 im fucking shitin myself il defo try my hardest 2 cum 2morow luv u millions lekdog
0,i am not sure about night menu. . . i know only about noon menu
0,aight what time you want me to come up?
0,pls i wont belive god.not only jesus.
0,i had it already..sabarish asked me to go..
0,what is important is that you prevent dehydration by giving her enough fluids
1,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or reply for delivery tomorrow
0,k k:) sms chat with me.
1,"win: we have a winner! mr. t. tilo won an ipod! more exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
1,freemsg: 1-month unlimited free calls! activate smartcall txt: call to no: 68866. subscriptn3gbp/wk unlimited calls help: 08448714184 stop?txt stop landlineonly
0,"science tells that chocolate will melt under the sunlight. please don't walk under the sunlight. bcoz,i don't want to loss a sweet friend."
0,hmm ill have to think about it... ok you're forgiven! =d
0,me hungry buy some food good lei... but mum n yun dun wan juz buy a little bit...
1,"dear voucher holder, to claim this weeks offer, at you pc please go to http://www.e-tlp.co.uk/rewa"
0,leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.rakhesh
1,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094565
0,oh wow thats gay. will firmware update help
0,no need to buy lunch for me.. i eat maggi mee..
0,"well the general price is &lt;#&gt; /oz, let me know if/when/how much you want"
0,"ya they are well and fine., bbd(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
0,oh k :)why you got job then whats up?
0,"also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
0,was just about to ask. will keep this one. maybe that's why you didn't get all the messages we sent you on glo
0,what makes you most happy?
1,4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths+? call mobilesdirect free on 08000938767 to update now! or2stoptxt t&cs
1,your unique user id is 1172. for removal send stop to 87239 customer services 08708034412
0,you said not now. no problem. when you can. let me know.
0,"sorry vikky, i'm watching olave mandara movie kano in trishul theatre wit my frnds.."
1,07732584351 - rodger burns - msg = we tried to call you re your reply to our sms for a free nokia mobile + free camcorder. please call now 08000930705 for delivery tomorrow
1,"u can win £100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www.idew.com skillgame, 1winaweek, age16. 150ppermesssubscription"
0,huh? 6 also cannot? then only how many mistakes?
0,i know you are. can you pls open the back?
0,whatsup there. r u sleeping?
0,"the world suffers a lot... not because of the violence of bad people. but because of the silence of good people!, gud night...."
0,"gud gud..k, chikku tke care.. sleep well gud nyt"
1,this message is brought to you by gmw ltd. and is not connected to the
1,"sms services. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with stop, no extra charge. help 08702840625.comuk. 220-cm2 9ae"
0,they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
1,last chance! claim ur £150 worth of discount vouchers today! text shop to 85023 now!
0,i miss you so much i'm so desparate i have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. i love you
0,also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week i have a new bong &gt;:(
0,realy sorry-i don't recognise this number and am now confused :) who r u please?!
0,"sorry, i'll call later�hope u understand.."
0,taka lor. wat time u wan 2 come n look 4 us?
0,are you driving or training?
0,send me yetty's number pls.
0,"a boy was late 2 home. his father: ""welcome"""
0,kay... since we are out already
0,surely result will offer:)
0,i will see in half an hour
0,i borrow ur bag ok.
0,water logging in desert. geoenvironmental implications.
0,"my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was sleeping!!"
0,"yo my trip got postponed, you still stocked up?"
0,"good afternoon loverboy ! how goes you day ? any luck come your way? i think of you, sweetie and send my love across the sea to make you smile and happy"
0,love you aathi..love u lot..
0,"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries�"
0,u definitely need a module from e humanities dis sem izzit? u wan 2 take other modules 1st?
1,"u can win £100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www.ldew.com skillgame,1winaweek, age16.150ppermesssubscription"
1,"500 new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today!from only £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 txtauction"
0,you call times job today ok umma and ask them to speed up
1,"rental helpline 9999991155 1000-100, 000 sq.ft. in noida & gr.noida office & industrial use goldenberg estates pvt.ltd. sandeep@goldenberg.in 999 999 1155"
0,ok no prob�thanks�
0,no probably &lt;#&gt; %.
0,my sort code is and acc no is . the bank is natwest. can you reply to confirm i've sent this to the right person!
1,"urgent! last weekend's draw shows that you have won £1000 cash or a spanish holiday! call now 09050000332 to claim. t&c: rstm, sw7 3ss. 150ppm"
0,ü say until like dat i dun buy ericsson oso cannot oredi lar...
1,"free message activate your 500 free text messages by replying to this message with the word fee, visit www.07781482378.com"
0,pick you up bout 7.30ish? what time are and that going?
0,"do 1 thing! change that sentence into: ""because i want 2 concentrate in my educational career im leaving here.."""
0,also andros ice etc etc
0,so how are you really. what are you up to. how's the masters. and so on.
0,not a drop in the tank
1,knock knock txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. t&cs www.tkls.com age16 to stoptxtstop£1.50/week
0,"i'm outside islands, head towards hard rock and you'll run into me"
0,"im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! u 4give me? i think u shldxxxx"
0,say thanks2.
0,gudnite....tc...practice going on
0,"dear all, as we know &lt;#&gt; th is the &lt;#&gt; th birthday of our loving gopalettan. we are planning to give a small gift on that day. those who like to participate in that you are welcome. please contact our admin team for more details"
0,mark works tomorrow. he gets out at 5. his work is by your house so he can meet u afterwards.
0,jesus christ bitch i'm trying to give you drugs answer your phone
0,"hey chief, can you give me a bell when you get this. need to talk to you about this royal visit on the 1st june."
0,k..k..any special today?
0,why did i wake up on my own &gt;:(
0,easy ah?sen got selected means its good..
0,maybe you should find something else to do instead???
1,"as a valued customer, i am pleased to advise you that following recent review of your mob no. you are awarded with a £2000 bonus prize, call 09066364529"
0,thanx...
0,ps u no ur a grown up now right?
0,"haha just kidding, papa needs drugs"
0,v nice! off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. busy transcribing. :-)
0,see? i thought it all through
1,friendly reminder- don't forget to confirm your sam update from the other day!�http://rghst.rocks/ gbs630y
0,ma head dey swell oh. thanks for making my day
0,ok..tell me�
0,oh k k:)but he is not a big hitter.anyway good
0,"yeah sure, give me a couple minutes to track down my wallet"
0,indeed and by the way it was either or - not both !
0,at 7 we will go ok na.
0,update your face book status frequently :)
0,ok i am on the way to railway
0,yeah no probs - last night is obviously catching up with you... speak soon
0,did you show him and wot did he say or could u not c him 4 dust?
0,i accidentally deleted the message. resend please.
0,i'm always on yahoo messenger now. just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. and will reply.
0,dunno lei... i might b eatin wif my frens... if ü wan to eat then i wait 4 ü lar
1,urgent! we are trying to contact you. last weekends draw shows that you won a £1000 prize guaranteed. call 09064012160. claim code k52. valid 12hrs only. 150ppm
0,my darling sister. how are you doing. when's school resuming. is there a minimum wait period before you reapply? do take care
0,does she usually take fifteen minutes to respond to a yes or no question
0,correct. so how was work today
0,sent me de webadres for geting salary slip
1,"freemsg you have been awarded a free mini digital camera, just reply snap to collect your prize! (quizclub opt out? stop 80122300p/wk sp:rwm ph:08704050406)"
0,oh great. i.ll disturb him more so that we can talk.
0,how long does it take to get it.
0,lol enjoy role playing much?
0,yup
0,"nah can't help you there, i've never had an iphone"
0,hi. i'm always online on yahoo and would like to chat with you someday
0,"sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. i have some bills that i can't settle this month. i am out of all extra cash. i know this is a challenging time for you also but i have to let you know."
0,i'm home. doc gave me pain meds says everything is fine.
0,missed your call cause i was yelling at scrappy. miss u. can't wait for u to come home. i'm so lonely today.
0,shall i send that exe to your mail id.
0,i'm very happy for you babe ! woo hoo party on dude!
0,thanks for ve lovely wisheds. you rock
0,hi harish's rent has been transfred to ur acnt.
0,i walked an hour 2 c u! doesnt that show i care y wont u believe im serious?
0,"i'm back, lemme know when you're ready"
0,how long does applebees fucking take
1,"please call our customer service representative on 7908807538 between 10am-9pm as you have w0n a guaranteed cash prize of rs.6,00,000. fl1pkart team"
0,how will i creep on you now? ;_;
1,"nova medical centers, conducts a shoulder pain clinic on mar 5th.consult our renowned shoulder specialists dr.mahesh reddy & dr.jatty call-9686578312,9980295914"
0,i think u have the wrong number.
1,"dear customer, due to bvn system upgrade, your atm card has been de-activated by cbn. to re-activate call customer care 08167340838 for help."
0,"aight text me when you're back at mu and i'll swing by, need somebody to get the door for me"
1,freemsg why haven't you replied to my text? i'm female and live local. luv to hear from u. netcollex ltd 08700621170150p per msg reply stop to end
0,"i had been hoping i would not have to send you this message. my rent is due and i dont have enough for it. my reserves are completely gone. its a loan i need and was hoping you could her. the balance is &lt;#&gt; . is there a way i could get that from you, till mid march when i hope to pay back."
0,thankyou so much for the call. i appreciate your care.
0,that's y u haf 2 keep me busy...
0,i'm hungry buy smth home...
0,babes i think i got ur brolly i left it in english wil bring it in 2mrw 4 u luv franxx
0,"hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
1,"you have won ?1,000 cash or a ?2,000 prize! to claim, call09050000327"
0,just finished. missing you plenty
0,"you at mu? you should try to figure out how much money everyone has for gas and alcohol, jay and i are trying to figure out our weed budget"
0,or better still can you catch her and let ask her if she can sell &lt;#&gt; for me.
0,purity of friendship between two is not about smiling after reading the forwarded message..its about smiling just by seeing the name. gud evening and stay blessed
0,i love ya too but try and budget your money better babe. gary would freak on me if he knew
1,"todays vodafone numbers ending 7548 are selected to receive a rs.2,00,000 award. if you have a match please call 8536074310 quoting claim code 4041 standard rates apply"
0,i am not at all happy with what you saying or doing
0,"1) go to write msg 2) put on dictionary mode 3)cover the screen with hand, 4)press &lt;#&gt; . 5)gently remove ur hand.. see what happens"
0,ya very nice. . .be ready on thursday
0,ok�smart work!!
1,natalie (20/f) is inviting you to be her friend. reply yes-165 or no-165 see her: www.sms.ac/u/natalie2k9
0,"good morning, my boytoy! how's those yummy lips ? where's my sexy buns now ? what do you do ? do you think of me ? do you crave me ? do you need me ?"
0,tell me they're female :v how're you throwing in? we're deciding what all to get now
0,please dont say like that. hi hi hi
0,aah! a cuddle would be lush! i'd need lots of tea and soup before any kind of fumbling!
0,i've told him that i've returned it. that should i re order it.
0,dude just saw a parked car with its sunroof popped up. sux
0,me 2 babe i feel the same lets just 4get about it+both try +cheer up+not fit soo muchxxlove u locaxx
0,"thursday night? yeah, sure thing, we'll work it out then"
1,"hi, the sexychat girls are waiting for you to text them. text now for a great night chatting. send stop to stop this service"
1,"sppok up ur mob with a halloween collection of nokia logo&pic message plus a free eerie tone, txt card spook to 8007"
1,loa!! homeowners + tenants welcome. have you been previously refused? we can still help. call free 0800 1956669 or text back 'help'
0,"how are you, my love ? are you with your brother ? time to talk english with him ? *grins* say : hey muhommad, penny says hello from across the sea"
1,"upgrdcentre orange customer, you may now claim your free camera phone upgrade for your loyalty. call now on 0207 153 9153. offer ends 26th july. t&c's apply. opt-out available"
0,yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. till 2! but we won't go there! not doing too badly cheers. you?
1,"congratulations! thanks to a good friend u have won the £2,000 xmas prize. 2 claim is easy, just call 08718726971 now! only 10p per minute. bt-national-rate."
0,none of that's happening til you get here though
0,yes..gauti and sehwag out of odi series.
0,no da if you run that it activate the full version da.
0,k ill drink.pa then what doing. i need srs model pls send it to my mail id pa.
0,"sorry, i'll call later in meeting any thing related to trade please call arul. &lt;#&gt;"
0,look at the fuckin time. what the fuck you think is up
0,just buy a pizza. meat lovers or supreme. u get to pick.
0,hi juan. im coming home on fri hey. of course i expect a welcome party and lots of presents. ill phone u when i get back. loads of love nicky x x x x x x x x x
0,i got your back! do you have any dislikes in bed?
0,convey my best regards to him..thanks
0,pls go ahead with watts. i just wanted to be sure. do have a great weekend. abiola
0,"hi, mobile no. 7645092312 has added you in their contact list on www.fullonsms.com it s a great place to send free sms to people for more visit fullonsms.com"
0,when can ü come out?
1,"dear customer your pay2tmkyc has been expired, it�s will be bl0cked within 24 hour, please contact customer! care ph� 7044518857 immediately to verify"
1,subscribe to weekly ringtone-get 1st week free-send subpoly to 81618-?3 per week-stop sms-08718727870
0,u too...
0,wen did you get so spiritual and deep. that's great
1,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed & free entry 2 100 wkly draw txt music to 87066 tncs www.ldew.com
0,just wait till end of march when el nino gets himself. oh.
